Gene,Synapse Status,Synapse Percentile,Cortex,Striatum,hiPSC,Fetal,SynGO,SynDB,SynSysNet
SLC38A6,Not a synapse gene,28.99,0,0,0,0,0,0,0
SLC38A7,Not a synapse gene,51.96,0,0,0,0,0,0,0
SLC38A9,Not a synapse gene,31.63,0,0,0,0,0,0,0
SLC39A10,Not a synapse gene,61.74,0,0,0,0,0,0,0
SLC39A11,Not a synapse gene,49.15,0,0,0,0,0,0,0
SLC39A12,Not a synapse gene,70.64,0,0,0,0,0,0,0
SLC39A14,Not a synapse gene,55.23,0,0,0,0,0,0,0
SLC39A3,Not a synapse gene,28.27,0,0,0,0,0,0,0
SLC39A4,Not a synapse gene,64.53,0,0,0,0,0,0,0
SLC39A5,Not a synapse gene,24.09,0,0,0,0,0,0,0
SLC39A6,Not a synapse gene,34.20,0,0,0,0,0,0,0
SLC39A7,Not a synapse gene,30.29,1,0,1,0,0,0,0
SLC39A8,Not a synapse gene,28.61,0,0,0,0,0,0,0
SLC3A1,Not a synapse gene,8.69,0,0,0,0,0,0,0
SLC40A1,Not a synapse gene,9.07,0,0,0,0,0,0,0
SLC41A1,Not a synapse gene,15.83,0,0,0,0,0,0,0
SLC41A2,Not a synapse gene,24.98,0,0,0,0,0,0,0
SLC41A3,Not a synapse gene,66.94,0,0,0,0,0,0,0
SLC43A1,Not a synapse gene,11.90,0,0,0,0,0,0,0
SLC43A2,Not a synapse gene,26.64,0,0,1,0,0,0,0
SLC44A1,Not a synapse gene,85.40,1,1,0,0,0,0,0
SLC44A2,Not a synapse gene,18.23,0,0,1,0,0,0,0
SLC44A3,Not a synapse gene,11.00,0,0,1,0,0,0,0
SLC44A5,Not a synapse gene,38.43,0,0,0,0,0,0,0
SLC45A2,Not a synapse gene,8.28,0,0,0,0,0,0,0
SLC46A1,Not a synapse gene,15.53,0,0,0,0,0,0,0
SLC48A1,Not a synapse gene,48.28,0,0,0,0,0,0,0
SLC4A1,Not a synapse gene,42.77,0,0,0,0,0,1,1
SLC4A1AP,Not a synapse gene,55.65,0,0,0,0,0,0,0
SLC4A2,Not a synapse gene,42.39,0,0,0,0,0,0,0
SLC4A3,Not a synapse gene,52.58,0,0,0,0,0,1,0
SLC4A4,Not a synapse gene,43.26,1,1,0,0,0,1,1
SLC4A5,Not a synapse gene,20.33,0,0,0,0,0,0,0
SLC4A7,Not a synapse gene,86.58,1,1,1,0,0,0,0
SLC4A8,Not a synapse gene,79.22,1,0,1,0,0,0,0
SLC51B,Not a synapse gene,3.90,0,0,0,0,0,0,0
SLC5A2,Not a synapse gene,6.03,0,0,0,0,0,0,0
SLC5A4,Not a synapse gene,7.59,0,0,0,0,0,0,0
SLC5A6,Not a synapse gene,16.71,0,0,1,1,0,0,0
SLC5A7,Not a synapse gene,11.82,0,0,0,0,0,0,0
SLC6A15,Not a synapse gene,81.40,0,0,0,0,0,0,0
SLC6A20,Not a synapse gene,10.84,0,0,0,0,0,0,0
SLC7A1,Not a synapse gene,61.03,0,0,1,0,0,0,0
SLC7A11,Not a synapse gene,64.25,0,0,0,0,0,0,0
SLC7A14,yes,95.64,1,0,0,0,0,0,0
SLC7A2,Not a synapse gene,85.32,1,0,0,0,0,0,0
SLC7A3,Not a synapse gene,19.68,0,0,0,0,0,0,0
SLC7A5,Not a synapse gene,75.81,1,0,1,0,0,0,1
SLC7A6,Not a synapse gene,4.40,0,0,0,0,0,0,0
SLC7A6OS,Not a synapse gene,2.49,0,0,0,0,0,0,0
SLC7A7,Not a synapse gene,8.57,0,0,0,0,0,0,0
SLC7A8,Not a synapse gene,32.55,0,0,0,0,0,0,0
SLC7A9,Not a synapse gene,4.18,0,0,0,0,0,0,0
SLC8A1,Not a synapse gene,69.89,1,0,0,0,1,0,1
SLC9A1,Not a synapse gene,79.17,1,1,0,0,0,0,0
SLC9A2,Not a synapse gene,42.01,0,0,0,0,0,0,0
SLC9A3,Not a synapse gene,43.75,0,0,0,0,0,0,0
SLC9A3R1,yes,88.37,1,1,0,0,0,0,1
SLC9A3R2,Not a synapse gene,86.67,1,0,0,0,0,1,0
SLC9A4,Not a synapse gene,5.93,0,0,0,0,0,0,0
SLC9A5,Not a synapse gene,56.87,0,0,0,0,0,0,0
SLC9A6,Not a synapse gene,75.86,0,0,0,0,0,0,0
SLC9A7,Not a synapse gene,63.44,0,0,0,0,0,0,0
SLC9A8,Not a synapse gene,32.79,0,0,0,0,0,0,0
SLC9A9,Not a synapse gene,37.52,0,0,0,0,0,0,0
SLC9B2,Not a synapse gene,53.26,0,0,0,0,0,0,0
SLC9C1,Not a synapse gene,13.51,0,0,0,0,0,0,0
SLCO1B1,Not a synapse gene,24.96,0,0,0,0,0,0,0
SLCO1C1,Not a synapse gene,30.60,0,0,0,0,0,0,0
SLCO2A1,Not a synapse gene,40.35,0,0,0,0,0,0,0
SLCO2B1,Not a synapse gene,22.95,0,0,1,0,0,0,0
SLCO3A1,Not a synapse gene,52.14,0,0,0,0,0,0,0
SLCO4A1,Not a synapse gene,17.09,0,0,0,0,0,0,0
SLCO4C1,Not a synapse gene,30.44,0,0,0,0,0,0,0
SLCO6A1,Not a synapse gene,16.49,0,0,0,0,0,0,0
SLFN11,Not a synapse gene,16.14,0,0,0,0,0,0,0
SLFN5,Not a synapse gene,20.55,0,0,0,0,0,0,0
SLIRP,Not a synapse gene,73.03,1,0,0,0,0,0,0
SLIT1,Not a synapse gene,83.50,0,0,1,0,0,0,0
SLIT2,yes,90.30,1,0,1,0,0,0,0
SLIT3,yes,88.60,0,0,0,0,0,0,0
SLITRK1,Not a synapse gene,61.60,0,0,0,0,1,0,0
SLITRK4,Not a synapse gene,25.03,0,0,0,0,0,0,0
SLITRK5,Not a synapse gene,85.78,1,1,0,0,0,0,0
SLITRK6,Not a synapse gene,6.72,0,0,0,0,0,0,0
SLK,Not a synapse gene,80.42,1,0,1,0,0,1,0
SLMAP,Not a synapse gene,61.76,1,1,0,1,0,1,0
SLTM,Not a synapse gene,51.95,0,0,0,0,0,0,0
SLU7,Not a synapse gene,53.47,0,0,0,0,0,0,0
SLX4,Not a synapse gene,86.44,0,0,0,0,0,0,0
SMAD1,Not a synapse gene,72.10,1,0,0,0,0,0,0
SMAD2,yes,98.29,0,0,0,0,0,0,0
SMAD3,yes,96.97,0,0,1,0,0,0,0
SMAD4,Not a synapse gene,84.32,0,0,1,0,0,0,0
SMAD5,Not a synapse gene,66.47,1,0,1,0,0,0,0
SMAD6,Not a synapse gene,40.63,0,0,0,0,0,0,0
SMAD9,Not a synapse gene,70.05,0,0,0,0,0,0,0
SMAP1,Not a synapse gene,40.94,0,0,1,0,0,0,0
SMAP2,Not a synapse gene,85.49,1,0,1,0,0,0,0
SMARCA1,Not a synapse gene,75.34,0,0,1,1,0,0,0
SMARCA2,yes,99.94,0,0,0,0,0,0,0
SMARCA4,yes,99.84,0,0,1,0,0,0,0
SMARCA5,yes,90.20,0,0,1,0,0,0,0
SMARCAD1,Not a synapse gene,80.82,0,0,1,0,0,0,0
SMARCAL1,Not a synapse gene,28.81,0,0,0,0,0,0,0
SMARCC1,yes,97.33,0,0,1,0,0,0,0
SMARCC2,yes,92.48,0,0,1,0,0,0,0
SMARCD1,yes,90.92,0,0,1,0,0,0,0
SMARCD2,Not a synapse gene,63.30,0,0,0,0,0,0,0
SMARCD3,Not a synapse gene,80.60,0,0,0,0,0,0,0
SMARCE1,yes,97.00,0,0,1,0,0,0,0
SMC1A,yes,89.92,0,0,1,0,0,0,0
SMC2,Not a synapse gene,66.79,0,0,0,0,0,0,0
SMC3,yes,90.84,1,0,1,1,0,1,0
SMC4,Not a synapse gene,59.99,0,0,1,0,0,0,0
SMC5,Not a synapse gene,25.90,0,0,0,0,0,0,0
SMC6,Not a synapse gene,29.92,0,0,0,0,0,0,0
SMCHD1,Not a synapse gene,79.15,0,0,1,0,0,0,0
SMCR8,Not a synapse gene,58.62,1,0,0,0,0,0,0
SMG1,Not a synapse gene,87.25,1,0,1,1,0,0,0
SMG5,Not a synapse gene,27.23,0,0,1,0,0,0,0
SMG6,Not a synapse gene,70.54,0,0,0,0,0,0,0
SMG7,Not a synapse gene,52.21,0,0,0,0,0,0,0
SMG8,Not a synapse gene,13.99,0,0,1,0,0,0,0
SMG9,Not a synapse gene,35.09,1,0,0,0,0,0,0
SMNDC1,Not a synapse gene,27.43,0,0,0,0,0,0,0
SMO,Not a synapse gene,26.59,0,0,0,0,0,0,0
SMOX,Not a synapse gene,32.14,0,0,0,0,0,0,0
SMPD1,Not a synapse gene,54.71,0,0,0,0,0,0,0
SMPD4,Not a synapse gene,26.79,0,0,0,0,0,0,0
SMS,Not a synapse gene,63.43,1,0,1,0,0,0,0
SMTN,Not a synapse gene,63.00,0,0,0,0,0,0,0
SMTNL2,Not a synapse gene,56.34,0,0,0,0,0,0,0
SMU1,Not a synapse gene,71.12,0,0,1,0,0,0,0
SMURF2,yes,89.19,0,0,0,0,0,0,0
SMYD1,Not a synapse gene,39.11,0,0,0,0,0,0,0
SMYD2,Not a synapse gene,63.31,0,0,0,0,0,0,0
SMYD3,Not a synapse gene,76.62,0,0,1,0,0,0,0
SNAI1,Not a synapse gene,62.73,0,0,0,0,0,0,0
SNAI2,Not a synapse gene,19.20,0,0,0,0,0,0,0
SNAP25,yes,98.88,1,1,1,1,1,1,1
SNAPC1,Not a synapse gene,13.97,0,0,0,0,0,0,0
SNAPC2,Not a synapse gene,39.48,0,0,0,0,0,0,0
SNAPC3,Not a synapse gene,29.20,0,0,0,0,0,0,0
SNAPC4,Not a synapse gene,35.11,0,0,0,0,0,0,0
SNAPC5,Not a synapse gene,46.48,0,0,0,0,0,0,0
SNCG,Not a synapse gene,81.61,0,0,0,0,0,0,0
SND1,Not a synapse gene,83.37,1,1,1,0,0,1,0
SNF8,Not a synapse gene,9.28,0,0,0,0,0,0,0
SNIP1,Not a synapse gene,48.75,0,0,0,0,0,0,0
SNN,Not a synapse gene,79.96,0,0,0,0,0,0,0
SNPH,Not a synapse gene,83.12,1,1,1,0,0,1,0
SNRK,Not a synapse gene,28.47,1,0,0,0,0,0,0
SNRNP200,yes,96.44,0,0,1,1,0,0,0
SNRNP27,Not a synapse gene,65.29,0,0,0,0,0,0,0
SNRNP35,Not a synapse gene,5.13,0,0,0,0,0,0,0
SNRNP48,Not a synapse gene,7.68,0,0,0,0,0,0,0
SNRNP70,yes,93.61,0,0,0,0,0,0,0
SNRPA,Not a synapse gene,80.83,1,0,1,0,0,0,0
SNRPA1,Not a synapse gene,62.18,0,0,0,0,0,1,0
SNRPB,Not a synapse gene,74.05,0,0,0,0,0,0,0
SNRPB2,Not a synapse gene,67.34,0,0,0,0,0,0,0
SNRPC,Not a synapse gene,71.09,0,0,0,0,0,0,0
SNRPD1,Not a synapse gene,44.06,1,0,0,1,0,0,0
SNRPD2,Not a synapse gene,72.77,0,0,0,0,0,0,0
SNRPD3,Not a synapse gene,66.71,0,0,0,1,0,0,0
SNRPE,Not a synapse gene,53.18,0,0,0,0,0,0,0
SNRPF,Not a synapse gene,52.10,0,0,0,0,0,0,0
SNRPG,Not a synapse gene,45.87,0,0,0,0,0,0,0
SNRPN,yes,98.16,0,0,1,1,0,0,0
SNTA1,Not a synapse gene,80.70,0,1,0,0,0,0,0
SNTB1,Not a synapse gene,51.65,0,0,0,0,0,1,0
SNTB2,Not a synapse gene,79.81,0,0,0,0,0,1,0
SNTG2,Not a synapse gene,20.02,0,0,0,0,0,0,0
SNUPN,Not a synapse gene,27.40,0,0,0,0,0,0,0
SNURF,Not a synapse gene,31.20,0,0,0,0,0,0,0
SNW1,yes,98.35,1,0,0,0,0,0,0
SNX11,Not a synapse gene,68.91,0,0,0,0,0,0,0
SNX12,Not a synapse gene,18.77,1,0,1,0,0,0,0
SNX13,Not a synapse gene,77.31,1,0,1,0,0,0,0
SNX14,Not a synapse gene,61.79,1,0,0,0,0,0,0
SNX15,Not a synapse gene,39.20,0,0,0,0,0,0,0
SNX16,Not a synapse gene,23.99,0,0,0,0,0,0,0
SNX17,Not a synapse gene,80.66,0,0,1,0,0,0,0
SNX18,Not a synapse gene,45.66,1,0,1,0,0,0,0
SNX19,Not a synapse gene,30.45,0,0,0,0,0,0,0
SNX2,Not a synapse gene,73.50,1,0,1,0,0,1,0
SNX20,Not a synapse gene,9.20,0,0,0,0,0,0,0
SNX21,Not a synapse gene,52.81,0,0,0,0,0,0,0
SNX22,Not a synapse gene,33.56,0,0,0,0,0,0,0
SNX24,Not a synapse gene,53.04,0,0,0,0,0,0,0
SNX25,Not a synapse gene,75.77,1,0,0,0,0,0,0
SNX27,Not a synapse gene,64.64,1,0,1,0,0,1,0
SNX3,yes,95.41,1,0,1,0,0,1,0
SNX31,Not a synapse gene,18.18,0,0,0,0,0,0,0
SNX33,Not a synapse gene,56.02,0,0,0,0,0,0,0
SNX4,Not a synapse gene,54.02,1,0,1,0,0,1,0
SNX5,Not a synapse gene,68.61,1,0,1,0,0,0,1
SNX6,Not a synapse gene,75.03,1,1,1,0,0,1,0
SNX7,Not a synapse gene,58.52,0,0,0,0,0,0,0
SNX8,Not a synapse gene,50.99,0,0,1,0,0,0,0
SNX9,yes,88.06,0,0,1,0,0,1,0
SOAT1,Not a synapse gene,85.75,0,0,0,0,0,0,0
SOAT2,Not a synapse gene,9.41,0,0,0,0,0,0,0
SOBP,Not a synapse gene,16.63,0,0,0,0,0,0,0
SOCS1,Not a synapse gene,69.60,0,0,0,0,0,0,0
SOCS2,Not a synapse gene,23.22,0,0,0,0,0,0,0
SOCS5,Not a synapse gene,74.57,0,0,0,0,0,0,0
SOCS6,Not a synapse gene,44.98,1,0,0,0,0,0,0
SOD1,yes,98.00,0,0,0,0,0,1,0
SOD3,Not a synapse gene,22.07,0,0,0,0,0,0,0
SOHLH2,Not a synapse gene,10.34,0,0,0,0,0,0,0
SON,Not a synapse gene,76.49,0,0,0,0,0,0,0
SORBS1,yes,97.12,1,1,1,1,0,1,1
SORBS2,yes,99.51,1,1,1,1,0,1,0
SORBS3,yes,91.58,0,0,0,0,0,0,0
SORD,Not a synapse gene,28.66,0,0,1,0,0,0,0
SORL1,yes,97.74,0,0,0,0,0,0,0
SORT1,yes,87.95,1,0,1,0,0,0,0
SOS1,yes,94.42,0,0,1,0,0,1,0
SOS2,yes,92.96,0,0,0,0,0,0,0
SOX1,Not a synapse gene,56.64,0,0,0,0,0,0,0
SOX10,Not a synapse gene,32.54,0,0,0,0,0,0,0
SOX15,Not a synapse gene,11.05,0,0,0,0,0,0,0
SOX17,Not a synapse gene,34.66,0,0,0,0,0,0,0
SOX18,Not a synapse gene,37.27,0,0,0,0,0,0,0
SOX2,yes,96.46,0,0,0,0,0,0,0
SOX3,Not a synapse gene,9.10,0,0,0,0,0,0,0
SOX30,Not a synapse gene,7.51,0,0,0,0,0,0,0
SOX4,Not a synapse gene,64.56,0,0,0,0,0,1,0
SOX5,Not a synapse gene,82.47,0,0,0,0,0,0,0
SOX6,Not a synapse gene,61.46,0,0,0,0,0,0,0
SOX7,Not a synapse gene,22.39,0,0,0,0,0,1,0
SOX8,Not a synapse gene,0.52,0,0,0,0,0,0,0
SOX9,Not a synapse gene,60.28,0,0,0,0,0,0,0
SP1,Not a synapse gene,81.60,0,0,0,0,0,0,0
SP100,yes,92.24,0,0,0,0,0,0,0
SP140,Not a synapse gene,21.98,0,0,0,0,0,0,0
SP2,Not a synapse gene,24.63,0,0,0,0,0,0,0
SP3,Not a synapse gene,47.34,0,0,0,0,0,0,0
SP4,Not a synapse gene,29.96,0,0,0,0,0,0,0
SP5,Not a synapse gene,30.85,0,0,0,0,0,0,0
SP6,Not a synapse gene,23.87,0,0,0,0,0,0,0
SP8,Not a synapse gene,2.96,0,0,0,0,0,0,0
SPAG1,Not a synapse gene,56.26,0,0,0,0,0,0,0
SPAG16,yes,87.85,0,0,1,0,0,0,0
SPAG6,Not a synapse gene,39.49,0,0,0,0,0,0,0
SPAG7,Not a synapse gene,72.22,0,0,0,0,0,0,0
SPAG9,yes,89.35,1,1,1,0,0,0,0
SPANXC,Not a synapse gene,0.01,0,0,0,0,0,0,0
SPARCL1,Not a synapse gene,64.90,0,0,0,0,1,0,0
SPAST,yes,89.32,1,0,1,0,0,0,0
SPATA13,Not a synapse gene,67.31,0,0,0,0,0,0,0
SPATA17,Not a synapse gene,15.75,0,0,0,0,0,0,0
SPATA18,Not a synapse gene,11.77,0,0,0,0,0,0,0
SPATA19,Not a synapse gene,1.15,0,0,0,0,0,0,0
SPATA33,Not a synapse gene,1.38,0,0,0,0,0,0,0
SPATA5,Not a synapse gene,60.20,0,0,1,0,0,0,0
SPATA5L1,Not a synapse gene,12.92,0,0,0,0,0,0,0
SPATA6,Not a synapse gene,24.54,0,0,0,0,0,0,0
SPATS2,Not a synapse gene,40.97,1,0,0,0,0,0,0
SPATS2L,Not a synapse gene,57.75,0,0,1,0,0,0,0
SPC24,Not a synapse gene,39.40,0,0,0,0,0,0,0
SPC25,Not a synapse gene,17.63,0,0,0,0,0,0,0
SPCS1,Not a synapse gene,41.56,0,0,0,0,0,0,0
SPCS2,Not a synapse gene,49.13,1,0,1,0,0,0,0
SPDEF,Not a synapse gene,57.24,0,0,0,0,0,0,0
SPECC1,Not a synapse gene,67.99,1,1,0,0,0,1,0
SPECC1L,Not a synapse gene,58.50,0,0,1,0,0,0,0
SPEF2,Not a synapse gene,17.21,0,0,1,0,0,0,0
SPEG,Not a synapse gene,86.06,1,1,0,0,0,0,0
SPEN,Not a synapse gene,87.13,0,0,1,0,0,0,0
SPG11,Not a synapse gene,30.31,0,0,0,0,0,0,0
SPG21,Not a synapse gene,78.44,0,0,1,0,0,0,0
SPG7,yes,90.08,1,0,0,0,0,0,0
SPHK2,Not a synapse gene,71.08,1,0,1,0,0,1,0
SPHKAP,Not a synapse gene,54.04,1,0,0,0,0,0,0
SPI1,Not a synapse gene,46.15,0,0,0,0,0,0,0
SPIDR,Not a synapse gene,43.79,0,0,0,0,0,0,0
SPIN1,Not a synapse gene,85.22,0,0,0,0,0,0,0
SPIN2A,Not a synapse gene,6.95,0,0,0,0,0,0,0
SPIN2B,Not a synapse gene,22.91,0,0,0,0,0,0,0
SPIN3,Not a synapse gene,71.14,0,0,0,0,0,0,0
SPINK5,Not a synapse gene,25.66,0,0,0,0,0,1,0
SPINT1,Not a synapse gene,18.64,0,0,0,0,0,0,0
SPINT2,Not a synapse gene,73.96,0,0,1,0,0,0,0
SPIRE1,Not a synapse gene,32.11,1,0,1,1,0,1,0
SPNS1,Not a synapse gene,12.37,0,0,1,0,0,0,0
SPO11,Not a synapse gene,2.31,0,0,0,0,0,0,0
SPOCK1,yes,92.78,0,0,1,0,0,0,0
SPOP,Not a synapse gene,63.03,0,0,0,0,0,0,0
SPP1,yes,89.51,0,0,0,0,0,0,0
SPP2,Not a synapse gene,0.80,0,0,0,0,0,0,0
SPR,Not a synapse gene,62.15,0,0,0,0,0,0,0
SPRED1,Not a synapse gene,60.91,1,0,0,0,0,0,0
SPRED2,Not a synapse gene,47.14,0,0,0,0,0,0,0
SPRN,Not a synapse gene,48.77,0,0,0,0,0,0,0
SPRR1A,Not a synapse gene,12.00,0,0,0,0,0,0,0
SPRR2A,Not a synapse gene,2.59,0,0,0,0,0,0,0
SPRR2D,Not a synapse gene,0.53,0,0,0,0,0,0,0
SPRTN,Not a synapse gene,58.33,0,0,0,0,0,0,0
SPRY1,Not a synapse gene,50.85,0,0,0,0,0,0,0
SPRY2,Not a synapse gene,82.63,0,0,1,0,0,0,0
SPRY3,Not a synapse gene,49.70,0,0,0,0,0,0,0
SPRY4,Not a synapse gene,26.83,0,0,1,0,0,0,0
SPSB3,Not a synapse gene,43.00,0,0,0,0,0,0,0
SPSB4,Not a synapse gene,24.11,0,0,0,0,0,0,0
SPTA1,Not a synapse gene,59.47,1,0,1,1,0,0,0
SPTBN1,yes,98.41,1,1,1,1,1,1,1
SPTBN4,yes,92.70,0,0,0,1,0,1,0
SPTBN5,Not a synapse gene,42.52,0,0,0,0,0,0,0
SPTLC1,Not a synapse gene,86.92,0,0,1,0,0,0,0
SPTLC2,Not a synapse gene,46.60,0,0,1,0,0,0,0
SPTY2D1,Not a synapse gene,20.34,0,0,0,0,0,0,0
SQLE,Not a synapse gene,30.55,0,0,1,0,0,0,0
SQSTM1,yes,98.58,0,0,1,0,0,0,0
SRA1,Not a synapse gene,17.37,0,0,0,0,0,0,0
SRCAP,Not a synapse gene,73.83,0,0,0,0,0,0,0
SREBF1,Not a synapse gene,82.49,0,0,0,0,0,0,0
SREBF2,Not a synapse gene,68.96,0,0,0,0,0,0,0
SREK1,Not a synapse gene,62.17,0,0,0,0,0,0,0
SRF,Not a synapse gene,41.58,0,0,0,0,0,0,0
SRFBP1,Not a synapse gene,30.18,0,0,0,0,0,0,0
SRGAP1,Not a synapse gene,69.80,0,0,1,1,0,0,0
SRGAP3,Not a synapse gene,81.41,1,1,1,1,0,1,0
SRI,Not a synapse gene,61.85,0,0,1,0,0,1,0
SRL,Not a synapse gene,34.45,0,0,0,0,0,0,0
SRM,Not a synapse gene,61.65,0,0,1,1,0,0,0
SRMS,Not a synapse gene,23.72,0,0,0,0,0,0,0
SRP14,Not a synapse gene,81.63,1,0,1,1,0,0,0
SRP19,Not a synapse gene,39.77,0,0,0,0,0,0,0
SRP54,Not a synapse gene,42.41,1,0,1,0,0,0,0
SRP68,Not a synapse gene,56.11,1,0,1,0,0,0,0
SRP72,Not a synapse gene,62.24,0,0,1,0,0,0,0
SRP9,Not a synapse gene,79.56,0,0,0,0,0,0,0
SRPK1,yes,88.81,0,0,0,0,0,0,0
SRPK2,yes,98.95,1,1,1,1,0,1,0
SRPK3,Not a synapse gene,65.01,0,0,0,0,0,0,0
SRPRB,Not a synapse gene,80.09,1,1,1,0,0,1,0
SRR,Not a synapse gene,9.44,1,0,1,0,0,1,0
SRRM1,yes,87.91,1,0,0,0,0,0,0
SRRM2,yes,96.61,1,0,0,0,0,0,0
SRRM4,Not a synapse gene,58.84,0,0,0,0,0,0,0
SRRT,Not a synapse gene,85.57,1,0,1,0,0,0,0
SRSF1,yes,90.58,0,0,1,1,0,0,0
SRSF10,Not a synapse gene,72.69,0,0,0,1,0,0,0
SRSF11,Not a synapse gene,79.30,0,0,0,0,0,0,0
SRSF12,Not a synapse gene,55.55,0,0,0,0,0,0,0
SRSF2,Not a synapse gene,82.54,1,0,1,0,0,0,0
SRSF3,Not a synapse gene,83.22,1,1,0,0,0,0,0
SRSF4,Not a synapse gene,73.17,0,0,0,1,0,0,0
SRSF5,yes,96.33,0,0,0,0,0,0,0
SRSF6,Not a synapse gene,72.11,0,0,0,0,0,0,0
SRSF7,Not a synapse gene,77.40,0,0,1,1,0,0,0
SRSF9,Not a synapse gene,62.93,0,0,0,1,0,0,0
SRXN1,Not a synapse gene,30.61,0,0,0,0,0,0,0
SS18L2,Not a synapse gene,53.60,0,0,0,0,0,0,0
SSB,Not a synapse gene,80.35,1,0,1,1,0,0,0
SSBP1,Not a synapse gene,78.49,1,1,1,1,0,1,0
SSBP2,Not a synapse gene,43.73,0,0,0,0,0,0,0
SSBP3,Not a synapse gene,36.09,0,0,0,0,0,0,0
SSBP4,Not a synapse gene,52.52,0,0,0,0,0,0,0
SSH1,Not a synapse gene,69.56,0,0,1,0,0,0,0
SSH2,Not a synapse gene,30.50,0,0,1,0,0,0,0
SSH3,Not a synapse gene,64.98,0,0,0,0,0,0,0
SSR1,Not a synapse gene,68.18,0,0,1,0,0,1,0
SSR2,Not a synapse gene,23.81,0,0,0,0,0,0,0
SSR3,Not a synapse gene,55.91,1,0,0,0,0,0,0
SSRP1,Not a synapse gene,86.31,0,0,1,1,0,0,0
SSTR1,Not a synapse gene,59.52,0,0,0,0,0,0,0
SSTR4,Not a synapse gene,69.82,0,0,0,0,0,0,0
SSTR5,Not a synapse gene,27.14,0,0,0,0,0,0,0
SSU72,Not a synapse gene,43.82,0,0,0,0,0,0,0
SSX1,Not a synapse gene,0.43,0,0,0,0,0,0,0
SSX2IP,yes,88.07,0,0,0,0,0,0,0
SSX3,Not a synapse gene,4.22,0,0,0,0,0,0,0
SSX7,Not a synapse gene,0.09,0,0,0,0,0,0,0
ST13,Not a synapse gene,85.35,0,0,1,1,0,0,0
ST3GAL3,Not a synapse gene,66.61,0,0,0,0,0,0,0
ST3GAL4,Not a synapse gene,21.66,0,0,0,0,0,0,0
ST6GAL1,Not a synapse gene,40.72,0,0,0,0,0,0,0
ST6GALNAC1,Not a synapse gene,6.76,0,0,0,0,0,0,0
ST6GALNAC2,Not a synapse gene,10.71,0,0,0,0,0,0,0
ST6GALNAC4,Not a synapse gene,30.21,0,0,0,0,0,0,0
ST6GALNAC5,Not a synapse gene,64.95,0,0,0,0,0,0,0
ST6GALNAC6,Not a synapse gene,60.10,0,0,0,0,0,0,0
ST8SIA3,Not a synapse gene,80.36,0,0,0,0,0,0,0
ST8SIA4,Not a synapse gene,56.22,0,0,0,0,0,0,0
STAB1,Not a synapse gene,67.85,0,0,0,0,0,0,0
STAB2,Not a synapse gene,41.54,0,0,0,0,0,0,0
STAC,Not a synapse gene,61.42,0,0,0,0,0,0,0
STAC2,Not a synapse gene,68.07,0,0,0,0,0,0,0
STAC3,Not a synapse gene,19.73,0,0,0,0,0,0,0
STAG1,Not a synapse gene,64.62,0,0,0,0,0,0,0
STAG2,Not a synapse gene,81.02,0,0,0,0,0,0,0
STAG3,Not a synapse gene,20.94,0,0,0,0,0,0,0
STAM,Not a synapse gene,86.27,0,0,1,0,0,0,0
STAMBP,Not a synapse gene,60.07,0,0,1,0,0,0,0
STAMBPL1,Not a synapse gene,73.73,0,0,1,0,0,0,0
STAP1,Not a synapse gene,36.79,0,0,0,0,0,0,0
STAR,Not a synapse gene,41.44,0,0,0,0,0,0,0
STARD13,Not a synapse gene,68.65,0,0,0,0,0,0,0
STARD3,Not a synapse gene,44.91,0,0,0,0,0,0,0
STARD3NL,Not a synapse gene,53.83,0,0,0,0,0,0,0
STARD4,Not a synapse gene,15.80,0,0,0,0,0,0,0
STARD7,Not a synapse gene,50.53,0,0,1,0,0,0,0
STARD8,Not a synapse gene,8.90,0,0,0,0,0,0,0
STARD9,Not a synapse gene,47.47,0,0,0,0,0,0,0
STAT1,yes,97.93,0,0,1,0,0,1,0
STAT2,Not a synapse gene,81.09,0,0,1,0,0,0,0
STAT4,Not a synapse gene,69.53,0,0,1,0,0,0,0
STAT5A,Not a synapse gene,84.30,0,0,0,0,0,0,0
STAT5B,Not a synapse gene,84.28,0,0,0,0,0,0,0
STAT6,yes,90.52,0,0,0,0,0,0,0
STAU1,yes,96.73,0,0,1,1,0,0,0
STAU2,yes,90.64,0,0,1,1,0,0,0
STC1,Not a synapse gene,3.08,0,0,0,0,0,1,0
STC2,Not a synapse gene,5.54,0,0,0,0,0,0,0
STEAP1,Not a synapse gene,11.51,0,0,0,0,0,0,0
STEAP2,Not a synapse gene,38.95,0,0,0,0,0,0,0
STEAP3,Not a synapse gene,53.30,0,0,0,0,0,0,0
STEAP4,Not a synapse gene,18.11,0,0,0,0,0,0,0
STIL,Not a synapse gene,41.85,0,0,0,0,0,0,0
STIM1,Not a synapse gene,74.94,1,1,1,0,0,0,0
STIM2,Not a synapse gene,68.19,1,1,0,0,0,0,0
STIP1,yes,98.86,1,1,1,1,0,1,1
STK10,Not a synapse gene,51.53,0,0,0,0,0,0,0
STK11,Not a synapse gene,78.50,0,0,0,0,0,0,0
STK11IP,Not a synapse gene,24.97,0,0,0,0,0,0,0
STK16,Not a synapse gene,50.09,0,0,0,0,0,0,0
STK17A,Not a synapse gene,7.73,0,0,0,1,0,0,0
STK19,Not a synapse gene,23.47,0,0,0,0,0,0,0
